NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Sponsor,Sponsor Type,Disease,category
NCT00550836,Unknown,COMPLETED,2009-03,Pancreatic Cancer,"panitumumab, erlotinib hydrochloride, gemcitabine hydrochloride","Aurora - United States, Boulder - United States, Colorado Springs - United States, Denver - United States, Denver - United States, Denver - United States, Denver - United States, Denver - United States, Denver - United States, Englewood - United States, Fort Collins - United States, Grand Junction - United States, Greeley - United States, Lone Tree - United States, Longmont - United States, Loveland - United States, Thornton - United States, Wheat Ridge - United States, Hartford - United States, Jacksonville - United States, Aiea - United States, Honolulu - United States, Honolulu - United States, Honolulu - United States, Honolulu - United States, Honolulu - United States, Honolulu - United States, Honolulu - United States, Wailuku - United States, Bloomington% - United States, Bloomington - United States, Canton - United States, Canton - United States, Carthage - United States, Carthage - United States, Eureka - United States, Eureka - United States, Galesburg - United States, Galesburg - United States, Havana - United States, Havana - United States, Kewanee - United States, Macomb - United States, Macomb - United States, Moline - United States, Moline - United States, Monmouth - United States, Normal - United States, Normal - United States, Normal - United States, Ottawa - United States, Ottawa - United States, Pekin - United States, Pekin - United States, Peoria - United States, Peoria - United States, Peoria - United States, Peoria - United States, Peoria - United States, Peru - United States, Peru - United States, Princeton - United States, Princeton - United States, Spring Valley - United States, Beech Grove - United States, Elkhart - United States, Elkhart - United States, Kokomo - United States, La Porte - United States, Richmond - United States, South Bend - United States, South Bend - United States, South Bend - United States, South Bend - United States, South Bend - United States, Ames - United States, Bettendorf - United States, Cedar Rapids - United States, Cedar Rapids - United States, Clive - United States, Des Moines - United States, Des Moines - United States, Des Moines - United States, Des Moines - United States, Des Moines - United States, Des Moines - United States, Des Moines - United States, Sioux City - United States, Sioux City - United States, Sioux City - United States, Chanute - United States, Dodge City - United States, El Dorado - United States, Fort Scott - United States, Independence - United States, Kingman - United States, Lawrence - United States, Liberal - United States, Newton - United States, Parsons - United States, Pratt - United States, Salina - United States, Wellington - United States, Wichita - United States, Wichita - United States, Wichita - United States, Wichita - United States, Wichita - United States, Winfield - United States, Baton Rouge - United States, Covington - United States, New Orleans - United States, New Orleans - United States, Adrian - United States, Ann Arbor - United States, Ann Arbor - United States, Dearborn - United States, Escanaba - United States, Flint - United States, Flint - United States, Grosse Pointe Woods - United States, Iron Mountain - United States, Jackson - United States, Lambertville - United States, Lansing - United States, Livonia - United States, Monroe - United States, Monroe - United States, Pontiac - United States, Port Huron - United States, Saginaw - United States, Saint Joseph - United States, St. Joseph - United States, Warren - United States, Alexandria - United States, Bemidji - United States, Burnsville - United States, Coon Rapids - United States, Edina - United States, Fergus Falls - United States, Fridley - United States, Hutchinson - United States, Maplewood - United States, Maplewood - United States, Minneapolis - United States, Minneapolis - United States, Robbinsdale - United States, Rochester - United States, Saint Cloud - United States, Saint Cloud - United States, Saint Louis Park - United States, Saint Louis Park - United States, Saint Paul - United States, Shakopee - United States, St. Paul - United States, Waconia - United States, Woodbury - United States, Billings - United States, Billings - United States, Billings - United States, Billings - United States, Billings - United States, Bozeman - United States, Butte - United States, Great Falls - United States, Great Falls - United States, Great Falls - United States, Great Falls - United States, Havre - United States, Helena - United States, Kalispell - United States, Kalispell - United States, Missoula - United States, Missoula - United States, Missoula - United States, Lincoln - United States, Omaha - United States, Omaha - United States, Omaha - United States, Omaha - United States, Rutherfordton - United States, Bismarck - United States, Bismarck - United States, Bismarck - United States, Bismarck - United States, Fargo - United States, Fargo - United States, Grand Forks - United States, Bowling Green - United States, Clyde - United States, Dayton - United States, Dayton - United States, Dayton - United States, Dayton - United States, Dayton - United States, Elyria - United States, Elyria - United States, Findlay - United States, Franklin - United States, Greenville - United States, Kettering - United States, Lima - United States, Maumee - United States, Maumee - United States, Norwalk - United States, Oregon - United States, Oregon - United States, Sandusky - United States, Sylvania - United States, Tiffin - United States, Toledo - United States, Toledo - United States, Toledo - United States, Toledo - United States, Toledo - United States, Toledo - United States, Troy - United States, Wauseon - United States, Wilmington - United States, Xenia - United States, Tulsa - United States, Milwaukie - United States, Portland - United States, Portland - United States, Portland - United States, Portland - United States, Allentown - United States, Danville - United States, Hazleton - United States, Sayre - United States, State College - United States, Wilkes-Barre - United States, Anderson - United States, Spartanburg - United States, Spartanburg - United States, Rapid City - United States, Sioux Falls - United States, Sioux Falls - United States, Fredericksburg - United States, Vancouver - United States, Chippewa Falls - United States, Eau Claire - United States, Eau Claire - United States, Eau Claire - United States, Green Bay - United States, Green Bay - United States, Green Bay - United States, Green Bay - United States, Manitowoc - United States, Marinette - United States, Marshfield - United States, Minocqua - United States, Oconto Falls - United States, Rhinelander - United States, Rice Lake - United States, Stevens Point - United States, Sturgeon Bay - United States, Wausau - United States, Weston - United States, Wisconsin Rapids - United States, Casper - United States, Sheridan - United States",2010-11,2007-10-30,2017-04-05,INTERVENTIONAL,PHASE2,Alliance for Clinical Trials in Oncology,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT02898649,Unknown,UNKNOWN,2015-12,Locally Advanced Pancreatic Cancer,Irreversible electroporation,"Seoul - Korea, Republic of",2019-08,2016-09-13,2019-02-15,INTERVENTIONAL,,Yonsei University,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT00786006,Unknown,COMPLETED,2007-03,Metastatic Pancreatic Cancer,"FOLFIRI.3, FOLFOX","Seoul - Korea, Republic of",2009-03,2008-11-05,2011-12-06,INTERVENTIONAL,PHASE2,Asan Medical Center,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT06495749,Unknown,NOT_YET_RECRUITING,2024-08-01,Pancreatic Cancer Resectable,No interventions listed,"Hangzhou - China, Hangzhou - China",2027-01-01,2024-07-11,2024-07-16,OBSERVATIONAL,Not Available,Zhejiang University,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT03136406,Unknown,TERMINATED,2017-08-11,Pancreatic Cancer,"Cyclophosphamide, Oxaliplatin, Capecitabine, 5-Fluorouracil, Leucovorin, nab-paclitaxel, bevacizumab, avelumab, ALT-803, aNK for Infusion, ETBX-011, GI-4000",El Segundo - United States,2017-11-22,2017-05-02,2024-06-11,INTERVENTIONAL,PHASE2,"ImmunityBio, Inc.",INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT05334836,FPPCN,RECRUITING,2022-04-06,"Pancreatic Steatosis, Pancreatic Cyst",MRI for pancreatic fat and liver fat quantitation,Sha Tin - Hong Kong,2025-04-30,2022-04-19,2024-08-21,INTERVENTIONAL,,Chinese University of Hong Kong,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT00383149,Unknown,COMPLETED,2007-01,Metastatic Pancreatic Cancer,"Ixabepilone, Cetuximab","Washington - United States, Jacksonville - United States, Miami - United States, Ann Arbor - United States, Detroit - United States, Columbia - United States, Greenville - United States, Seattle - United States, Morgantown - United States",2009-06,2006-10-02,2016-03-10,INTERVENTIONAL,PHASE2,R-Pharm,INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT02600949,Unknown,RECRUITING,2016-05-11,"Metastatic Colorectal Adenocarcinoma, Metastatic Pancreatic Ductal Adenocarcinoma, Stage IV Colorectal Cancer AJCC v7, Stage IV Pancreatic Cancer AJCC v6 and v7, Stage IVA Colorectal Cancer AJCC v7, Stage IVB Colorectal Cancer AJCC v7","Imiquimod, Pembrolizumab, Sotigalimab, Synthetic Tumor-Associated Peptide Vaccine Therapy, Computed Tomography, Magnetic Resonance Imaging",Houston - United States,2025-05-31,2015-11-09,2025-01-10,INTERVENTIONAL,PHASE1,M.D. Anderson Cancer Center,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT06208436,Unknown,RECRUITING,2023-10-07,"Pancreas Cancer, Chemotherapy",Adjuvant chemotherapy,Tianjin - China,2024-02-15,2024-01-17,2024-01-17,OBSERVATIONAL,Not Available,Tianjin Medical University Cancer Institute and Hospital,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT03973736,RevRadPAC,COMPLETED,2018-06-15,Pancreatic Ductal Adenocarcinoma,application of a diagnostic and therapeutic protocol (multidisciplinary discussion and radiological CT review),Reggio Emilia - Italy,2018-07-15,2019-06-04,2019-06-04,OBSERVATIONAL,Not Available,Azienda Unita Sanitaria Locale Reggio Emilia,OTHER_GOV,pancreatic_cancer,all_disease_procesed.csv
NCT03118349,Unknown,TERMINATED,2017-06-01,"Pancreatic Carcinoma, Tumors That Express CA 19-9","MVT-1075, MVT-5873","Scottsdale - United States, New York - United States",2018-04-11,2017-04-18,2023-04-21,INTERVENTIONAL,PHASE1,"BioNTech Research & Development, Inc.",INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT02002806,Unknown,COMPLETED,2012-01,"Pancreas Cancer, Biliary Tract Cancer","Alcohol Injection, Placebo Injection",Indianapolis - United States,2018-12,2013-12-06,2019-08-16,INTERVENTIONAL,,Indiana University,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT02294006,MetNET1,UNKNOWN,2014-06,Well Differentiated Pancreatic Endocrine Tumor,Everolimus plus Octreotide LAR plus Metformin,Milano - Italy,2021-06,2014-11-19,2021-09-09,INTERVENTIONAL,PHASE2,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT06547736,Unknown,NOT_YET_RECRUITING,2024-09,Pancreatic Cancer,"SHR-A2102 or/and HRS-4642, SHR-A1904 or/and HRS-4642, SHR-A1811 or/and HRS-4642",Shanghai - China,2027-03,2024-08-09,2024-08-09,INTERVENTIONAL,PHASE2,Fudan University,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT05304936,Unknown,ACTIVE_NOT_RECRUITING,2022-10-17,Advanced Pancreatic Carcinoma,HCW9218,"Scottsdale - United States, Bethesda - United States, Saint Louis - United States, Cleveland - United States, Charleston - United States",2025-01-01,2022-03-31,2024-12-20,INTERVENTIONAL,PHASE2,"ImmunityBio, Inc.",INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT06390059,Unknown,ACTIVE_NOT_RECRUITING,2023-08-28,Metastatic Pancreatic Ductal Adenocarcinoma,"Tumor Treating Fields, Atezolizumab, Gemcitabine, nab-paclitaxel","Barcelona - Spain, Madrid - Spain, Madrid - Spain, Málaga - Spain, Pamplona - Spain",2025-11-27,2024-04-29,2025-02-19,INTERVENTIONAL,PHASE2,NovoCure Ltd.,INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT00078975,Unknown,COMPLETED,2004-04,Pancreatic Cancer,"gemcitabine hydrochloride, triapine","Hamilton - Canada, London - Canada, Ottawa - Canada, Toronto - Canada",2005-12,2004-03-09,2018-09-14,INTERVENTIONAL,PHASE2,"University Health Network, Toronto",OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT02620800,FABLOx,COMPLETED,2016-01-18,Metastatic Pancreas Adenocarcinoma,"5FU, nab-paclitaxel, bevacizumab, calcium leucovorin, oxaliplatin","Chicago - United States, Boston - United States, Ann Arbor - United States, Detroit - United States, New York - United States, Spartanburg - United States, Seattle - United States",2018-10-29,2015-12-03,2019-10-22,INTERVENTIONAL,PHASE1,Celgene,INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT02042859,EndoHPB,UNKNOWN,2013-02,Pancreatic Cancer,Endoscopic Bipolar RadioFrequency Probe used to remove tumors in bile duct to manage Pancreatic Cancer,No locations listed,2015-02,2014-01-23,2014-01-23,INTERVENTIONAL,PHASE1,Ochsner Health System,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT05327400,Unknown,UNKNOWN,2022-05-01,Gene Expression,Pathological,Nantong - China,2023-10-31,2022-04-14,2022-09-06,OBSERVATIONAL,Not Available,Affiliated Hospital of Nantong University,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT02210559,Unknown,COMPLETED,2014-07-31,Pancreatic Cancer (Unresectable),"FG-3019, Gemcitabine, Nab-paclitaxel","Scottsdale - United States, Los Angeles - United States, Washington - United States, Jacksonville - United States, New Orleans - United States, Minneapolis - United States, Philadelphia - United States, Seattle - United States",2021-12-15,2014-08-06,2023-03-02,INTERVENTIONAL,PHASE2,FibroGen,INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT00833859,Unknown,TERMINATED,2009-03,Pancreatic Neoplasms,"GTX (gemcitabine, docetaxel and capecitabine), stereotactic body radiation therapy",Tampa - United States,2010-03,2009-02-02,2017-10-09,INTERVENTIONAL,PHASE2,H. Lee Moffitt Cancer Center and Research Institute,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT00919659,Unknown,COMPLETED,2002-01,"Cancer Cachexia, Pancreatic Cancer",parenteral nutrition,Berlin - Germany,2004-01,2009-06-12,2009-06-12,INTERVENTIONAL,PHASE2,CONKO-Studiengruppe,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT04203459,Unknown,UNKNOWN,2019-10-20,"Pancreatic Cancer, Gut Microbiota, CAR-T",No interventions listed,Harbin - China,2022-12-31,2019-12-18,2019-12-18,OBSERVATIONAL,Not Available,First Affiliated Hospital of Harbin Medical University,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT05394259,Unknown,RECRUITING,2022-10-28,"Pancreatic Cancer, Breast Cancer, Hepatocellular Carcinoma",Piflufolastat F18,Houston - United States,2025-01-01,2022-05-27,2024-11-12,INTERVENTIONAL,PHASE1,M.D. Anderson Cancer Center,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT02736500,LuX,COMPLETED,2015-09-02,"Neuroendocrine Tumors, Gastro Entero Pancreatic Neuroendocrine Tumors","28 GBq 177Lu-DOTATATE, 22 GBq 177Lu-DOTATATE","Meldola - Italy, Milan - Italy",2017-04,2016-04-13,2025-01-13,INTERVENTIONAL,PHASE2,Istituto Scientifico Romagnolo per lo Studio e la cura dei Tumori,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT02047500,Unknown,TERMINATED,2014-01,Pancreatic Cancer,"TH-302, Nab-paclitaxel, Gemcitabine","Scottsdale - United States, Boston - United States, Boston - United States, Saint Louis - United States, Philadelphia - United States",2015-09,2014-01-28,2017-12-15,INTERVENTIONAL,PHASE1,Threshold Pharmaceuticals,INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT00902759,Unknown,COMPLETED,2009-01-09,Pancreatic Cancer,Walking Program,Philadelphia - United States,2011-01-07,2009-05-15,2017-08-24,INTERVENTIONAL,PHASE1,Sidney Kimmel Cancer Center at Thomas Jefferson University,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT02578459,Unknown,WITHDRAWN,2016-04,"Pain Management, Cancer Pain","Intrathecal Drug Delivery System, Conventional Medical Management",Overland Park - United States,2016-12,2015-10-19,2019-02-15,INTERVENTIONAL,,Flowonix Medical,INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT02128100,BCC-RAD-13,COMPLETED,2014-09-19,Pancreatic Cancer Non-resectable,"Folfirinox, Stereotactic Body Radiation Therapy",Louisville - United States,2021-03-15,2014-05-01,2024-03-05,INTERVENTIONAL,PHASE2,University of Louisville,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT01236300,INSPECT,COMPLETED,2010-07,Pancreatic Cysts,Cellvizio needle-based Confocal Laser Endomicroscopy (nCLE) system,Chicago - United States,2011-08,2010-11-07,2016-06-08,INTERVENTIONAL,,University of Chicago,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT05249075,MT-FNB,RECRUITING,2022-03-01,Pancreatic Cancer,No interventions listed,Nijmegen - Netherlands,2024-12-01,2022-02-21,2024-04-11,OBSERVATIONAL,Not Available,Radboud University Medical Center,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT01593475,Unknown,COMPLETED,2011-09-05,Pancreatic Carcinoma Non-resectable,Induction chemotherapy followed by CCRT,"Goyang-si - Korea, Republic of",2016-12-31,2012-05-08,2018-01-03,INTERVENTIONAL,PHASE2,"National Cancer Center, Korea",OTHER_GOV,pancreatic_cancer,all_disease_procesed.csv
NCT02575300,Unknown,COMPLETED,2015-10-09,"Carcinoid Tumors, Pancreatic NET",Ibrutinib,Tampa - United States,2019-03-26,2015-10-14,2020-09-11,INTERVENTIONAL,PHASE2,H. Lee Moffitt Cancer Center and Research Institute,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT03590275,HOPE,COMPLETED,2017-10-02,Pancreatic Cancer Non-resectable,FOLFIRINOX,"Ponderano - Italy, Meldola - Italy, Candiolo - Italy, Verbania - Italy, Pisa - Italy, Torino - Italy, Torino - Italy",2018-01-18,2018-07-18,2018-07-18,OBSERVATIONAL,Not Available,"Azienda Ospedaliero, Universitaria Pisana",OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT06755359,Unknown,NOT_YET_RECRUITING,2025-04,"Pancreatic Cancer, Locally Advanced Pancreatic Cancer",Radiation: Diffusing Alpha Radiation Emitters Therapy (DaRT),"Bordeaux - France, Bordeaux - France, Clermont-Ferrand - France, Dijon - France, Dijon - France, Dijon - France, Grenoble - France, Lyon - France, Marseille - France, Poitiers - France, Poitiers - France, Villejuif - France",2027-01,2025-01-01,2025-02-10,INTERVENTIONAL,,Alpha Tau Medical LTD.,INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT06168552,CISPD-6,NOT_YET_RECRUITING,2023-12-15,Resectable Pancreatic Adenocarcinoma,Injection of fluorescent developer (anti-EGFR-IR800CW),No locations listed,2024-06-15,2023-12-13,2023-12-13,INTERVENTIONAL,PHASE2,Zhejiang University,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT04143152,Unknown,ACTIVE_NOT_RECRUITING,2021-01-01,Pancreatic Adenocarcinoma,No interventions listed,Grand Rapids - United States,2024-08-31,2019-10-29,2024-04-23,OBSERVATIONAL,Not Available,Van Andel Research Institute,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT00030732,Unknown,COMPLETED,2001-06,Pancreatic Cancer,"Gemcitabine + Capecitabine, Gemcitabine alone","Vienna - Austria, Tel-Aviv - Israel, Milan - Italy, Naples - Italy, Aarau - Switzerland, Basel - Switzerland, Basel - Switzerland, Bern - Switzerland, Biel - Switzerland, Chur - Switzerland, Geneva - Switzerland, Lausanne - Switzerland, Sion - Switzerland, St. Gallen - Switzerland, Thun - Switzerland, Zurich - Switzerland, Zurich - Switzerland, Zurich - Switzerland",2004-06,2003-01-27,2019-05-15,INTERVENTIONAL,PHASE3,Swiss Group for Clinical Cancer Research,OTHER,pancreatic_cancer,all_disease_procesed.csv
